family,n,m,alg,opt,ratio
bipartite_gnp,18,24,11,11,1.000000
bipartite_gnp,14,9,10,10,1.000000
bipartite_gnp,17,37,9,9,1.000000
bipartite_gnp,27,70,14,14,1.000000
bipartite_gnp,12,13,8,8,1.000000
bipartite_gnp,15,5,12,12,1.000000
bipartite_gnp,14,9,12,12,1.000000
bipartite_gnp,17,27,10,10,1.000000
bipartite_gnp,13,16,9,9,1.000000
bipartite_gnp,8,7,5,5,1.000000
bipartite_gnp,19,9,14,14,1.000000
bipartite_gnp,13,7,11,11,1.000000
bipartite_gnp,24,17,16,16,1.000000
bipartite_gnp,23,32,12,12,1.000000
bipartite_gnp,19,39,14,14,1.000000
bipartite_gnp,13,8,9,9,1.000000
bipartite_gnp,17,23,12,12,1.000000
bipartite_gnp,19,48,11,11,1.000000
bipartite_gnp,20,27,14,14,1.000000
bipartite_gnp,12,13,8,8,1.000000
bipartite_gnp,11,7,8,8,1.000000
bipartite_gnp,18,27,14,14,1.000000
bipartite_gnp,23,62,14,14,1.000000
bipartite_gnp,11,10,8,8,1.000000
bipartite_gnp,20,27,12,12,1.000000
bipartite_gnp,18,33,12,12,1.000000
bipartite_gnp,19,34,11,11,1.000000
bipartite_gnp,10,13,6,6,1.000000
bipartite_gnp,8,1,7,7,1.000000
bipartite_gnp,25,34,14,14,1.000000
bipartite_gnp,16,15,11,11,1.000000
bipartite_gnp,15,7,12,12,1.000000
bipartite_gnp,17,38,9,9,1.000000
bipartite_gnp,24,49,14,14,1.000000
bipartite_gnp,20,33,13,13,1.000000
bipartite_gnp,13,14,9,9,1.000000
bipartite_gnp,14,15,8,8,1.000000
bipartite_gnp,18,38,9,9,1.000000
bipartite_gnp,19,21,13,13,1.000000
bipartite_gnp,21,29,14,14,1.000000
bipartite_gnp,20,16,14,14,1.000000
bipartite_gnp,25,72,14,14,1.000000
bipartite_gnp,18,28,10,10,1.000000
bipartite_gnp,12,13,8,8,1.000000
bipartite_gnp,24,17,16,16,1.000000
bipartite_gnp,15,17,12,12,1.000000
bipartite_gnp,16,9,13,13,1.000000
bipartite_gnp,18,6,13,13,1.000000
bipartite_gnp,21,15,13,13,1.000000
bipartite_gnp,11,13,7,7,1.000000
bipartite_gnp,9,3,7,7,1.000000
bipartite_gnp,15,17,10,10,1.000000
bipartite_gnp,16,9,11,11,1.000000
bipartite_gnp,24,31,13,13,1.000000
bipartite_gnp,9,4,6,6,1.000000
bipartite_gnp,22,24,13,13,1.000000
bipartite_gnp,17,20,11,11,1.000000
bipartite_gnp,13,17,7,7,1.000000
bipartite_gnp,22,43,13,13,1.000000
bipartite_gnp,11,8,7,7,1.000000
bipartite_gnp,22,53,14,14,1.000000
bipartite_gnp,17,30,11,11,1.000000
bipartite_gnp,22,52,13,13,1.000000
bipartite_gnp,18,25,13,13,1.000000
bipartite_gnp,13,8,9,9,1.000000
bipartite_gnp,18,13,13,13,1.000000
bipartite_gnp,19,26,11,11,1.000000
bipartite_gnp,23,48,14,14,1.000000
bipartite_gnp,22,23,13,13,1.000000
bipartite_gnp,20,36,11,11,1.000000
bipartite_gnp,20,41,12,12,1.000000
bipartite_gnp,14,11,10,10,1.000000
bipartite_gnp,23,34,13,13,1.000000
bipartite_gnp,10,5,7,7,1.000000
bipartite_gnp,25,79,13,13,1.000000
bipartite_gnp,21,19,14,14,1.000000
bipartite_gnp,17,35,9,9,1.000000
bipartite_gnp,10,7,7,7,1.000000
bipartite_gnp,7,6,4,4,1.000000
bipartite_gnp,14,11,9,9,1.000000
bipartite_gnp,15,16,10,10,1.000000
bipartite_gnp,25,60,14,14,1.000000
bipartite_gnp,11,8,6,6,1.000000
bipartite_gnp,15,28,9,9,1.000000
bipartite_gnp,16,10,12,12,1.000000
bipartite_gnp,13,13,8,8,1.000000
bipartite_gnp,8,1,7,7,1.000000
bipartite_gnp,25,52,14,14,1.000000
bipartite_gnp,19,16,12,12,1.000000
bipartite_gnp,21,18,13,13,1.000000
bipartite_gnp,28,45,15,15,1.000000
bipartite_gnp,9,4,6,6,1.000000
bipartite_gnp,25,60,13,13,1.000000
bipartite_gnp,21,19,13,13,1.000000
bipartite_gnp,16,9,11,11,1.000000
bipartite_gnp,11,2,10,10,1.000000
bipartite_gnp,13,12,8,8,1.000000
bipartite_gnp,6,2,5,5,1.000000
bipartite_gnp,24,47,14,14,1.000000
bipartite_gnp,19,33,11,11,1.000000
bipartite_gnp,10,15,5,5,1.000000
bipartite_gnp,12,13,9,9,1.000000
bipartite_gnp,27,58,15,15,1.000000
bipartite_gnp,23,33,13,13,1.000000
bipartite_gnp,14,11,8,8,1.000000
bipartite_gnp,15,17,11,11,1.000000
bipartite_gnp,13,23,7,7,1.000000
bipartite_gnp,23,73,14,14,1.000000
bipartite_gnp,9,8,5,5,1.000000
bipartite_gnp,21,40,14,14,1.000000
bipartite_gnp,16,19,13,13,1.000000
bipartite_gnp,22,35,12,12,1.000000
bipartite_gnp,13,9,9,9,1.000000
bipartite_gnp,9,4,6,6,1.000000
bipartite_gnp,17,29,11,11,1.000000
bipartite_gnp,20,39,12,12,1.000000
bipartite_gnp,28,68,14,14,1.000000
bipartite_gnp,22,26,14,14,1.000000
bipartite_gnp,15,23,9,9,1.000000
bipartite_gnp,10,13,5,5,1.000000
bipartite_gnp,20,46,11,11,1.000000
bipartite_gnp,9,6,6,6,1.000000
bipartite_gnp,28,41,15,15,1.000000
bipartite_gnp,18,23,12,12,1.000000
bipartite_gnp,17,22,11,11,1.000000
bipartite_gnp,21,29,14,14,1.000000
bipartite_gnp,21,25,14,14,1.000000
bipartite_gnp,24,51,14,14,1.000000
bipartite_gnp,13,9,9,9,1.000000
bipartite_gnp,23,52,13,13,1.000000
bipartite_gnp,18,12,11,11,1.000000
bipartite_gnp,9,4,6,6,1.000000
bipartite_gnp,17,19,12,12,1.000000
bipartite_gnp,17,22,13,13,1.000000
bipartite_gnp,13,8,9,9,1.000000
bipartite_gnp,9,5,6,6,1.000000
bipartite_gnp,21,17,13,13,1.000000
bipartite_gnp,16,11,13,13,1.000000
bipartite_gnp,17,17,13,13,1.000000
bipartite_gnp,22,24,13,13,1.000000
bipartite_gnp,15,4,12,12,1.000000
bipartite_gnp,22,54,13,13,1.000000
bipartite_gnp,16,13,12,12,1.000000
bipartite_gnp,10,2,9,9,1.000000
bipartite_gnp,15,8,11,11,1.000000
bipartite_gnp,13,9,9,9,1.000000
bipartite_gnp,15,18,11,11,1.000000
bipartite_gnp,17,29,9,9,1.000000
bipartite_gnp,12,7,9,9,1.000000
bipartite_gnp,22,15,15,15,1.000000
bipartite_gnp,18,13,12,12,1.000000
bipartite_gnp,25,39,13,13,1.000000
bipartite_gnp,10,6,7,7,1.000000
bipartite_gnp,21,21,14,14,1.000000
bipartite_gnp,17,9,14,14,1.000000
bipartite_gnp,12,14,8,8,1.000000
bipartite_gnp,19,6,16,16,1.000000
bipartite_gnp,23,47,14,14,1.000000
bipartite_gnp,15,6,12,12,1.000000
bipartite_gnp,16,19,9,9,1.000000
bipartite_gnp,13,13,8,8,1.000000
bipartite_gnp,18,10,14,14,1.000000
bipartite_gnp,17,29,9,9,1.000000
bipartite_gnp,15,5,12,12,1.000000
bipartite_gnp,20,10,15,15,1.000000
bipartite_gnp,14,7,11,11,1.000000
bipartite_gnp,14,12,8,8,1.000000
bipartite_gnp,16,13,10,10,1.000000
bipartite_gnp,8,6,5,5,1.000000
bipartite_gnp,13,11,10,10,1.000000
bipartite_gnp,20,48,12,12,1.000000
bipartite_gnp,18,11,12,12,1.000000
bipartite_gnp,23,48,13,13,1.000000
bipartite_gnp,15,13,12,12,1.000000
bipartite_gnp,26,79,14,14,1.000000
bipartite_gnp,18,17,14,14,1.000000
bipartite_gnp,19,21,13,13,1.000000
bipartite_gnp,23,48,14,14,1.000000
bipartite_gnp,14,8,10,10,1.000000
bipartite_gnp,15,5,12,12,1.000000
bipartite_gnp,21,13,15,15,1.000000
bipartite_gnp,14,9,10,10,1.000000
bipartite_gnp,14,7,11,11,1.000000
bipartite_gnp,15,6,12,12,1.000000
bipartite_gnp,17,20,13,13,1.000000
bipartite_gnp,18,36,11,11,1.000000
bipartite_gnp,10,9,6,6,1.000000
bipartite_gnp,9,4,7,7,1.000000
bipartite_gnp,10,8,6,6,1.000000
bipartite_gnp,23,46,12,12,1.000000
bipartite_gnp,21,52,11,11,1.000000
bipartite_gnp,20,13,14,14,1.000000
bipartite_gnp,17,22,11,11,1.000000
bipartite_gnp,14,20,11,11,1.000000
bipartite_gnp,17,22,14,14,1.000000
bipartite_gnp,21,28,12,12,1.000000
bipartite_gnp,24,15,16,16,1.000000
bipartite_gnp,19,19,12,12,1.000000
bipartite_gnp,24,70,12,12,1.000000
bipartite_gnp,19,28,11,11,1.000000
bipartite_gnp,10,13,6,6,1.000000
bipartite_gnp,26,39,14,14,1.000000
bipartite_gnp,18,27,14,14,1.000000
bipartite_gnp,14,25,7,7,1.000000
bipartite_gnp,13,9,8,8,1.000000
bipartite_gnp,22,35,14,14,1.000000
bipartite_gnp,12,4,9,9,1.000000
bipartite_gnp,17,15,13,13,1.000000
bipartite_gnp,24,34,14,14,1.000000
bipartite_gnp,10,5,7,7,1.000000
bipartite_gnp,20,30,13,13,1.000000
bipartite_gnp,25,41,15,15,1.000000
bipartite_gnp,15,9,11,11,1.000000
bipartite_gnp,18,24,10,10,1.000000
bipartite_gnp,24,53,14,14,1.000000
bipartite_gnp,14,3,11,11,1.000000
bipartite_gnp,15,18,11,11,1.000000
bipartite_gnp,16,21,13,13,1.000000
bipartite_gnp,9,10,5,5,1.000000
bipartite_gnp,14,11,9,9,1.000000
bipartite_gnp,13,5,10,10,1.000000
bipartite_gnp,22,33,14,14,1.000000
bipartite_gnp,16,23,9,9,1.000000
bipartite_gnp,13,13,10,10,1.000000
bipartite_gnp,12,14,8,8,1.000000
bipartite_gnp,19,41,12,12,1.000000
bipartite_gnp,17,10,14,14,1.000000
bipartite_gnp,16,3,14,14,1.000000
bipartite_gnp,20,37,13,13,1.000000
bipartite_gnp,13,6,9,9,1.000000
bipartite_gnp,14,12,10,10,1.000000
bipartite_gnp,23,52,14,14,1.000000
bipartite_gnp,16,27,10,10,1.000000
bipartite_gnp,21,23,12,12,1.000000
bipartite_gnp,24,38,14,14,1.000000
bipartite_gnp,19,14,14,14,1.000000
bipartite_gnp,21,44,13,13,1.000000
bipartite_gnp,10,5,7,7,1.000000
bipartite_gnp,23,56,14,14,1.000000
bipartite_gnp,13,7,9,9,1.000000
bipartite_gnp,16,19,9,9,1.000000
bipartite_gnp,12,4,8,8,1.000000
bipartite_gnp,22,54,11,11,1.000000
bipartite_gnp,20,50,10,10,1.000000
bipartite_gnp,13,22,7,7,1.000000
bipartite_gnp,15,15,11,11,1.000000
bipartite_gnp,15,23,10,10,1.000000
bipartite_gnp,26,49,14,14,1.000000
bipartite_gnp,15,17,8,8,1.000000
bipartite_gnp,17,19,12,12,1.000000
bipartite_gnp,13,11,7,7,1.000000
bipartite_gnp,21,32,14,14,1.000000
bipartite_gnp,10,10,7,7,1.000000
bipartite_gnp,13,10,9,9,1.000000
bipartite_gnp,21,21,13,13,1.000000
bipartite_gnp,8,8,5,5,1.000000
bipartite_gnp,9,8,5,5,1.000000
bipartite_gnp,17,21,14,14,1.000000
bipartite_gnp,17,16,14,14,1.000000
bipartite_gnp,26,37,13,13,1.000000
bipartite_gnp,19,24,13,13,1.000000
bipartite_gnp,23,18,16,16,1.000000
bipartite_gnp,16,4,13,13,1.000000
bipartite_gnp,23,44,14,14,1.000000
bipartite_gnp,23,42,14,14,1.000000
bipartite_gnp,22,56,14,14,1.000000
bipartite_gnp,10,7,7,7,1.000000
bipartite_gnp,14,10,10,10,1.000000
bipartite_gnp,22,22,13,13,1.000000
bipartite_gnp,11,6,8,8,1.000000
bipartite_gnp,16,12,11,11,1.000000
bipartite_gnp,12,13,7,7,1.000000
bipartite_gnp,11,4,8,8,1.000000
bipartite_gnp,23,36,13,13,1.000000
bipartite_gnp,8,6,4,4,1.000000
bipartite_gnp,23,18,15,15,1.000000
bipartite_gnp,22,17,14,14,1.000000
bipartite_gnp,14,19,10,10,1.000000
bipartite_gnp,24,18,16,16,1.000000
bipartite_gnp,25,38,15,15,1.000000
bipartite_gnp,22,25,14,14,1.000000
bipartite_gnp,9,3,8,8,1.000000
bipartite_gnp,26,70,14,14,1.000000
bipartite_gnp,20,35,11,11,1.000000
bipartite_gnp,13,11,8,8,1.000000
bipartite_gnp,15,14,9,9,1.000000
bipartite_gnp,16,24,9,9,1.000000
bipartite_gnp,12,8,8,8,1.000000
bipartite_gnp,9,7,6,6,1.000000
bipartite_gnp,14,6,11,11,1.000000
bipartite_gnp,11,7,7,7,1.000000
bipartite_gnp,14,20,8,8,1.000000
bipartite_gnp,9,7,5,5,1.000000
bipartite_gnp,19,5,16,16,1.000000
bipartite_gnp,8,2,6,6,1.000000
bipartite_gnp,8,4,5,5,1.000000
bipartite_gnp,21,43,11,11,1.000000
bipartite_gnp,11,12,7,7,1.000000
bipartite_gnp,22,17,14,14,1.000000
bipartite_gnp,13,16,10,10,1.000000
bipartite_gnp,26,46,13,13,1.000000
bipartite_gnp,22,17,14,14,1.000000
bipartite_gnp,14,24,8,8,1.000000
bipartite_gnp,21,24,14,14,1.000000
bipartite_gnp,10,10,6,6,1.000000
bipartite_gnp,19,25,10,10,1.000000
bipartite_gnp,22,31,12,12,1.000000
bipartite_gnp,16,9,12,12,1.000000
bipartite_gnp,16,15,12,12,1.000000
bipartite_gnp,12,9,8,8,1.000000
bipartite_gnp,19,15,13,13,1.000000
bipartite_gnp,23,56,12,12,1.000000
bipartite_gnp,12,10,9,9,1.000000
bipartite_gnp,20,31,12,12,1.000000
bipartite_gnp,20,43,12,12,1.000000
bipartite_gnp,18,19,11,11,1.000000
bipartite_gnp,11,9,7,7,1.000000
bipartite_gnp,18,11,14,14,1.000000
bipartite_gnp,15,14,12,12,1.000000
bipartite_gnp,17,12,13,13,1.000000
bipartite_gnp,14,15,9,9,1.000000
bipartite_gnp,8,2,7,7,1.000000
bipartite_gnp,15,15,11,11,1.000000
bipartite_gnp,19,12,13,13,1.000000
bipartite_gnp,8,5,5,5,1.000000
bipartite_gnp,11,10,7,7,1.000000
bipartite_gnp,20,42,10,10,1.000000
bipartite_gnp,13,6,9,9,1.000000
bipartite_gnp,15,5,12,12,1.000000
bipartite_gnp,14,19,9,9,1.000000
bipartite_gnp,23,20,16,16,1.000000
bipartite_gnp,17,28,10,10,1.000000
bipartite_gnp,20,39,14,14,1.000000
bipartite_gnp,13,11,8,8,1.000000
bipartite_gnp,16,21,9,9,1.000000
bipartite_gnp,12,9,8,8,1.000000
bipartite_gnp,15,22,9,9,1.000000
bipartite_gnp,17,24,11,11,1.000000
bipartite_gnp,9,10,6,6,1.000000
bipartite_gnp,20,32,11,11,1.000000
bipartite_gnp,20,12,15,15,1.000000
bipartite_gnp,21,10,16,16,1.000000
bipartite_gnp,25,39,13,13,1.000000
bipartite_gnp,16,15,11,11,1.000000
bipartite_gnp,25,26,14,14,1.000000
bipartite_gnp,11,7,8,8,1.000000
bipartite_gnp,15,14,9,9,1.000000
bipartite_gnp,15,17,8,8,1.000000
bipartite_gnp,27,69,14,14,1.000000
bipartite_gnp,14,14,8,8,1.000000
bipartite_gnp,19,33,10,10,1.000000
bipartite_gnp,23,22,13,13,1.000000
bipartite_gnp,17,29,11,11,1.000000
bipartite_gnp,12,16,8,8,1.000000
bipartite_gnp,14,25,7,7,1.000000
bipartite_gnp,18,21,10,10,1.000000
bipartite_gnp,16,4,13,13,1.000000
bipartite_gnp,17,13,12,12,1.000000
bipartite_gnp,19,22,13,13,1.000000
bipartite_gnp,20,20,13,13,1.000000
bipartite_gnp,9,5,7,7,1.000000
bipartite_gnp,15,29,8,8,1.000000
bipartite_gnp,26,76,13,13,1.000000
bipartite_gnp,12,4,10,10,1.000000
bipartite_gnp,20,24,14,14,1.000000
bipartite_gnp,21,36,12,12,1.000000
bipartite_gnp,13,12,8,8,1.000000
bipartite_gnp,12,7,10,10,1.000000
bipartite_gnp,20,53,10,10,1.000000
bipartite_gnp,15,13,9,9,1.000000
bipartite_gnp,15,30,9,9,1.000000
bipartite_gnp,10,7,7,7,1.000000
bipartite_gnp,18,10,14,14,1.000000
bipartite_gnp,17,14,14,14,1.000000
bipartite_gnp,16,8,13,13,1.000000
bipartite_gnp,16,25,10,10,1.000000
bipartite_gnp,13,13,10,10,1.000000
bipartite_gnp,26,41,14,14,1.000000
bipartite_gnp,17,16,14,14,1.000000
bipartite_gnp,20,40,11,11,1.000000
bipartite_gnp,12,21,6,6,1.000000
bipartite_gnp,11,4,8,8,1.000000
bipartite_gnp,17,3,15,15,1.000000
bipartite_gnp,15,24,10,10,1.000000
bipartite_gnp,11,4,7,7,1.000000
bipartite_gnp,18,17,12,12,1.000000
bipartite_gnp,23,40,12,12,1.000000
bipartite_gnp,23,22,13,13,1.000000
bipartite_gnp,18,12,12,12,1.000000
bipartite_gnp,15,23,10,10,1.000000
bipartite_gnp,12,11,8,8,1.000000
bipartite_gnp,18,24,11,11,1.000000
bipartite_gnp,6,3,4,4,1.000000
bipartite_gnp,8,2,7,7,1.000000
bipartite_gnp,22,41,13,13,1.000000
bipartite_gnp,7,6,4,4,1.000000
bipartite_gnp,22,36,15,15,1.000000
bipartite_gnp,11,5,8,8,1.000000
bipartite_gnp,24,60,14,14,1.000000
bipartite_gnp,11,6,7,7,1.000000
bipartite_gnp,12,10,7,7,1.000000
bipartite_gnp,20,39,10,10,1.000000
bipartite_gnp,20,41,13,13,1.000000
bipartite_gnp,7,2,5,5,1.000000
bipartite_gnp,18,23,13,13,1.000000
bipartite_gnp,19,18,13,13,1.000000
bipartite_gnp,25,42,13,13,1.000000
bipartite_gnp,16,12,10,10,1.000000
bipartite_gnp,18,33,10,10,1.000000
bipartite_gnp,20,45,10,10,1.000000
bipartite_gnp,11,8,8,8,1.000000
bipartite_gnp,13,13,9,9,1.000000
bipartite_gnp,12,11,6,6,1.000000
bipartite_gnp,13,14,7,7,1.000000
bipartite_gnp,15,6,13,13,1.000000
bipartite_gnp,8,7,5,5,1.000000
bipartite_gnp,9,5,6,6,1.000000
bipartite_gnp,12,15,9,9,1.000000
bipartite_gnp,21,47,13,13,1.000000
bipartite_gnp,21,27,12,12,1.000000
bipartite_gnp,9,6,6,6,1.000000
bipartite_gnp,18,12,11,11,1.000000
bipartite_gnp,19,38,14,14,1.000000
bipartite_gnp,20,22,13,13,1.000000
bipartite_gnp,16,17,13,13,1.000000
bipartite_gnp,21,31,11,11,1.000000
bipartite_gnp,15,20,9,9,1.000000
bipartite_gnp,17,10,14,14,1.000000
bipartite_gnp,25,68,13,13,1.000000
bipartite_gnp,18,11,13,13,1.000000
bipartite_gnp,25,63,14,14,1.000000
bipartite_gnp,22,25,13,13,1.000000
bipartite_gnp,21,45,13,13,1.000000
bipartite_gnp,15,13,12,12,1.000000
bipartite_gnp,9,5,6,6,1.000000
bipartite_gnp,9,6,6,6,1.000000
bipartite_gnp,21,38,14,14,1.000000
bipartite_gnp,19,26,14,14,1.000000
bipartite_gnp,22,51,12,12,1.000000
bipartite_gnp,14,21,7,7,1.000000
bipartite_gnp,19,20,13,13,1.000000
bipartite_gnp,17,22,11,11,1.000000
bipartite_gnp,16,8,12,12,1.000000
bipartite_gnp,7,5,4,4,1.000000
bipartite_gnp,10,9,6,6,1.000000
bipartite_gnp,20,26,12,12,1.000000
bipartite_gnp,11,9,6,6,1.000000
bipartite_gnp,12,9,9,9,1.000000
bipartite_gnp,11,4,8,8,1.000000
bipartite_gnp,8,2,6,6,1.000000
bipartite_gnp,19,14,15,15,1.000000
bipartite_gnp,25,59,13,13,1.000000
bipartite_gnp,13,9,10,10,1.000000
bipartite_gnp,20,37,11,11,1.000000
bipartite_gnp,17,12,13,13,1.000000
bipartite_gnp,17,7,13,13,1.000000
bipartite_gnp,9,5,8,8,1.000000
bipartite_gnp,11,6,8,8,1.000000
bipartite_gnp,18,18,10,10,1.000000
bipartite_gnp,22,38,14,14,1.000000
bipartite_gnp,17,23,13,13,1.000000
bipartite_gnp,19,12,14,14,1.000000
bipartite_gnp,17,28,9,9,1.000000
bipartite_gnp,21,27,13,13,1.000000
bipartite_gnp,15,20,11,11,1.000000
bipartite_gnp,26,28,17,17,1.000000
bipartite_gnp,16,25,8,8,1.000000
bipartite_gnp,15,19,10,10,1.000000
bipartite_gnp,12,3,10,10,1.000000
bipartite_gnp,12,13,9,9,1.000000
bipartite_gnp,11,15,7,7,1.000000
bipartite_gnp,18,16,13,13,1.000000
bipartite_gnp,14,21,8,8,1.000000
bipartite_gnp,22,22,14,14,1.000000
bipartite_gnp,11,9,7,7,1.000000
bipartite_gnp,15,24,8,8,1.000000
bipartite_gnp,19,37,11,11,1.000000
bipartite_gnp,26,55,13,13,1.000000
bipartite_gnp,13,9,10,10,1.000000
bipartite_gnp,18,25,14,14,1.000000
bipartite_gnp,25,43,14,14,1.000000
bipartite_gnp,22,34,14,14,1.000000
bipartite_gnp,10,3,7,7,1.000000
bipartite_gnp,16,21,13,13,1.000000
bipartite_gnp,25,26,15,15,1.000000
bipartite_gnp,21,29,14,14,1.000000
bipartite_gnp,19,9,14,14,1.000000
bipartite_gnp,19,9,15,15,1.000000
bipartite_gnp,19,31,10,10,1.000000
bipartite_gnp,18,18,14,14,1.000000
bipartite_gnp,9,8,6,6,1.000000
bipartite_gnp,18,14,13,13,1.000000
bipartite_gnp,19,33,12,12,1.000000
bipartite_gnp,15,27,8,8,1.000000
bipartite_gnp,21,48,13,13,1.000000
bipartite_gnp,23,43,12,12,1.000000
bipartite_gnp,15,7,11,11,1.000000
bipartite_gnp,13,11,9,9,1.000000
bipartite_gnp,21,17,14,14,1.000000
bipartite_gnp,19,17,11,11,1.000000
bipartite_gnp,21,52,12,12,1.000000
bipartite_gnp,18,32,10,10,1.000000
bipartite_gnp,20,18,12,12,1.000000
bipartite_gnp,10,10,6,6,1.000000
bipartite_gnp,21,50,14,14,1.000000
bipartite_gnp,17,19,11,11,1.000000
bipartite_gnp,24,38,12,12,1.000000
bipartite_gnp,19,27,13,13,1.000000
bipartite_gnp,13,6,10,10,1.000000
bipartite_gnp,18,15,12,12,1.000000
bipartite_gnp,19,10,14,14,1.000000
bipartite_gnp,11,14,6,6,1.000000
bipartite_gnp,23,50,12,12,1.000000
bipartite_gnp,9,5,6,6,1.000000
bipartite_gnp,24,39,14,14,1.000000
bipartite_gnp,10,7,7,7,1.000000
bipartite_gnp,23,16,16,16,1.000000
bipartite_gnp,13,21,9,9,1.000000
bipartite_gnp,16,17,10,10,1.000000
bipartite_gnp,17,11,14,14,1.000000
bipartite_gnp,11,8,8,8,1.000000
bipartite_gnp,15,20,10,10,1.000000
bipartite_gnp,18,18,12,12,1.000000
bipartite_gnp,25,18,17,17,1.000000
bipartite_gnp,9,3,7,7,1.000000
bipartite_gnp,19,26,13,13,1.000000
bipartite_gnp,22,56,14,14,1.000000
bipartite_gnp,17,15,14,14,1.000000
bipartite_gnp,19,32,13,13,1.000000
bipartite_gnp,10,4,8,8,1.000000
bipartite_gnp,15,21,10,10,1.000000
bipartite_gnp,24,47,14,14,1.000000
bipartite_gnp,16,14,12,12,1.000000
bipartite_gnp,24,40,14,14,1.000000
bipartite_gnp,10,11,7,7,1.000000
bipartite_gnp,8,3,6,6,1.000000
bipartite_gnp,18,14,13,13,1.000000
bipartite_gnp,14,18,11,11,1.000000
bipartite_gnp,13,16,10,10,1.000000
bipartite_gnp,18,32,13,13,1.000000
bipartite_gnp,18,33,13,13,1.000000
bipartite_gnp,10,2,9,9,1.000000
bipartite_gnp,24,25,15,15,1.000000
bipartite_gnp,7,4,5,5,1.000000
bipartite_gnp,23,67,13,13,1.000000
bipartite_gnp,15,8,12,12,1.000000
bipartite_gnp,27,40,14,14,1.000000
bipartite_gnp,15,11,12,12,1.000000
bipartite_gnp,25,68,14,14,1.000000
bipartite_gnp,13,5,10,10,1.000000
bipartite_gnp,11,13,7,7,1.000000
bipartite_gnp,11,12,8,8,1.000000
bipartite_gnp,11,11,8,8,1.000000
bipartite_gnp,23,32,13,13,1.000000
bipartite_gnp,19,45,11,11,1.000000
bipartite_gnp,22,26,13,13,1.000000
bipartite_gnp,22,39,13,13,1.000000
bipartite_gnp,11,4,9,9,1.000000
bipartite_gnp,12,18,7,7,1.000000
bipartite_gnp,16,10,11,11,1.000000
bipartite_gnp,18,25,14,14,1.000000
bipartite_gnp,12,6,8,8,1.000000
bipartite_gnp,12,7,9,9,1.000000
bipartite_gnp,12,7,8,8,1.000000
bipartite_gnp,13,14,9,9,1.000000
bipartite_gnp,18,11,13,13,1.000000
bipartite_gnp,15,9,12,12,1.000000
bipartite_gnp,13,13,10,10,1.000000
bipartite_gnp,15,16,12,12,1.000000
bipartite_gnp,25,72,13,13,1.000000
bipartite_gnp,23,22,15,15,1.000000
bipartite_gnp,18,20,11,11,1.000000
bipartite_gnp,8,3,6,6,1.000000
bipartite_gnp,11,11,7,7,1.000000
bipartite_gnp,14,10,10,10,1.000000
bipartite_gnp,21,6,17,17,1.000000
bipartite_gnp,20,43,11,11,1.000000
bipartite_gnp,17,29,12,12,1.000000
bipartite_gnp,24,24,14,14,1.000000
bipartite_gnp,15,21,10,10,1.000000
bipartite_gnp,15,25,11,11,1.000000
bipartite_gnp,12,17,9,9,1.000000
bipartite_gnp,16,13,10,10,1.000000
bipartite_gnp,17,39,10,10,1.000000
bipartite_gnp,14,9,10,10,1.000000
bipartite_gnp,22,41,13,13,1.000000
bipartite_gnp,21,19,15,15,1.000000
bipartite_gnp,12,21,7,7,1.000000
bipartite_gnp,10,7,7,7,1.000000
bipartite_gnp,15,24,9,9,1.000000
bipartite_gnp,17,23,12,12,1.000000
bipartite_gnp,13,6,10,10,1.000000
bipartite_gnp,19,10,13,13,1.000000
bipartite_gnp,20,31,14,14,1.000000
bipartite_gnp,17,8,11,11,1.000000
bipartite_gnp,26,48,13,13,1.000000
bipartite_gnp,13,15,9,9,1.000000
bipartite_gnp,23,71,14,14,1.000000
bipartite_gnp,10,9,7,7,1.000000
bipartite_gnp,12,3,10,10,1.000000
bipartite_gnp,20,45,13,13,1.000000
bipartite_gnp,16,21,10,10,1.000000
bipartite_gnp,18,27,12,12,1.000000
bipartite_gnp,9,8,5,5,1.000000
bipartite_gnp,15,10,11,11,1.000000
bipartite_gnp,21,28,13,13,1.000000
bipartite_gnp,19,30,12,12,1.000000
bipartite_gnp,19,18,12,12,1.000000
bipartite_gnp,22,25,15,15,1.000000
bipartite_gnp,19,40,10,10,1.000000
bipartite_gnp,13,14,7,7,1.000000
bipartite_gnp,21,40,12,12,1.000000
bipartite_gnp,9,3,7,7,1.000000
bipartite_gnp,9,5,5,5,1.000000
bipartite_gnp,22,24,14,14,1.000000
bipartite_gnp,20,42,13,13,1.000000
bipartite_gnp,27,30,17,17,1.000000
bipartite_gnp,13,2,11,11,1.000000
bipartite_gnp,23,19,14,14,1.000000
bipartite_gnp,11,12,8,8,1.000000
bipartite_gnp,23,13,15,15,1.000000
bipartite_gnp,11,4,8,8,1.000000
bipartite_gnp,20,32,13,13,1.000000
bipartite_gnp,19,23,10,10,1.000000
bipartite_gnp,15,3,13,13,1.000000
bipartite_gnp,17,23,11,11,1.000000
bipartite_gnp,14,4,12,12,1.000000
bipartite_gnp,15,9,12,12,1.000000
bipartite_gnp,15,24,8,8,1.000000
bipartite_gnp,10,16,6,6,1.000000
bipartite_gnp,8,6,5,5,1.000000
bipartite_gnp,19,10,14,14,1.000000
bipartite_gnp,26,61,13,13,1.000000
bipartite_gnp,9,12,6,6,1.000000
bipartite_gnp,19,33,14,14,1.000000
